classe; mensagem 
1;isso é o que vc acha,,cuido em meu sitio de cavalos que fazem provas dos 3 tambores em rodeios,venha aqui ver se tem algum animal mal tratado,talvez eles sejam bem mais tratados do que seus animais. 
1;essa é sua opinião não a nossa,,cultura cada um tem a que gosta,,ou é voce que falar o que é cultura ou não.. quem é voce ??. 
1;"realmente por causa de pessoas como voce 'giorgia"" que o brasil não vai para frente,,falam coisas sem saber e nunca ter visto de perto,,paises muito mais desenvolvidos que o nosso como canadá,austrália e eua ,também praticam o rodeio e são os melhores do mundo,para interagir com animais não precisa mal trata los.e cultura cada tem a sua,, oque é cultura pode não ser para outras pessoas ,aprenda a conviver com as diversidades, elas existem no mundo todo."
1;crueldade maus tratos esta vivendo o povo brasileiro,,se voce estivesse perdido um pouco de seu tempo e ido conferir de perto veria que esses animais não sofrem maus tratos nenhum e muito menos tem os testiculos apertados,existem muito mais coisa precisando de ajuda do que os animais de rodeio,,por causa de pessoas como voce o pais não vai para frente ,pois falam tudo sem conhecer de perto..os eua,o canada,a australia,tambem existem rodeios e são os melhores do mundo é possivel se interagir com animais sem mau trata-los.antes de falar em maus tratos vá ao sertao nordestino e veja que nessa epoca do ano animais morrem de fome e criancas fazem apenas uma refeição por dia,,se gosta mesmo de ajudar vá ate lá e de uma mão. e não fale coisas sem conhecimento de causa,,onde é que voce viu um touro ou um cavalo de rodeio mal tratado ?? 
3;basta voce de falar coisas sem saber,,com certeza deve ser uma pessoa que fica em casa esperando o dinheiro que o marido traz,, cada um tem a cultura que quer,,por acaso voce sabe o que vem por traz de uma festa do peão,,por traz de um cavalo de 3 tambores,,vem o tratador,,o ferrados,,o fabricante de ração,,o fabricande do trailer que pucha eles,,vem barraqueiros,montadores de arquibancadas,seguranças,bombeiros,,graficas que fabricam cartazes,radios,,são milhares de empregos em um pais que está na beira de um caos,,ou voce acha que tem serviço sobrando em todos os lugares,,se voce não gosta aprenda a respeitar quem gosta,,para interagir com animais não é preciso mal trata los,existem varios esportes que usam animais,,hipismo,polo,corrida de cachorro,corrida de cavalos cross country de cachorros e porque voce não vai dar seu depoimento lá,,conheça como vivem e como são tratados antes de ficar vomitando palavras sem ter conhecimento de causa. voce não é obrigado a gostar mas pelo menos conheça antes de falar o que não sabe. 
3;realmente .por isso que esse país não vai para frente ,por causa de pessoas como voce que vivem falando coisas sem saber,,conheça ,,onde é que voce foi ver de perto essses maus tratos,, se viu porque não denunciou,,ja existe leis para protege-los,,voce pode denunciar tanto quem esta promovendo o evento,como o veterinario de plantao,,com certeza nunca foi ver de perto..cultura cada um tem a sua e não é voce que vai falar qual é certa ou qual é errada,,ninguem vai até sua casa te falar do que voce tem que gostar. 
3;e onde é que voce foi ver de perto esses maus tratos,,com certeza nunca foi a evento algum,,se foi e viu deveria ter denunciado,,ja existe leis para isso. cultura cada um tem a que quiser,ja pensou se todo mundo gostassem das mesmas coisas. respeite se não gosta..isso é civilização. 
1;cada um tem a cultura que quer,,isso é liberdade,não podemos e não devemos gostar das mesmas coisas,,aceitem as diferenças, o legal da vida são as adversidades . 
3;que eu saiba vegetal tambem tem vida.....vc sacrifica um todos os dias......e mais ......sacrificio pro consumo não seria pedado nem cruel.......deus sacrificou seu filho jesus pra salvar nos seres humanos.....essa sua justificativa n rola .... 
3;acho justo, faz parte da tradição 
3;claro que faz !! próxima meta e transformar em esporte olímpico! 
1;no eua o campeão ja ganha 1 milhão de dolares,,bem pensado 
3;ai o haroldo morre de vez!!! kkkkkkkkkkkkkkkkkkkkkkkkk 
3;ooooo moço invejoso rapaz !!!!! 
3;depois de muito ouvir várias pessoas do não falando fica evidente que o que os leva a votar não são dois motivos ou a falta de conhecimento por ainda achar fatos que não condizem com a realidade de um rodeio profissional ou é o preconceito com a categoria, como é o caso do haroldo que demonstra claramente que não ta preocupado com os animais e sim com as pessoas que frequentam a festa. o rodeio interage com animais assim como muitas outras atividades como por exemplo a policia e outros esportes como hipismo se a agressão for direcionada ao rodeio ai é preconceito. 
3;quem muda o foco aqui é você ofendendo as pessoas sempre que não tem argumento pra rebater a prova que você não esta nem ai para os animais é que defende a pesca esportiva que mutila os peixes. o seu problema é com a classe e nao com o esporte. 
3;animal é animal,se não pode em um esporte não pode em nenhum,,só que polo,hipismo existem milionarios que praticam assim fica mais dificil para voce criticar. 
3;olha como o 'haroldo ' conversa,use seu nome verdadeiro todo mundo ja sabe que voce é uma mulher..se mente até o nome como quer ter credibilidade nas coisas que fala,,seja real. 
3;use seu nome verdadeiro,,nem isso voce faz,como quer ter credibilidade. 
3;converse com seu nome original,,todo mundo sabe que voce é uma mulher..seja verdadeira pelo menos no nome,,e pare de falar coisas sem saber..voce nem sabe se homem ou mulher,como quer discutir com outras pessoas. 
3;ok senhor entendido, qual a diferença entre o rodeio e o hipismo ??? até agora o que você citou é igual e pq a pesca esportiva que o sr defende não é um mau trato? 
3;vamos la comparar hipismo com rodeio senhor sabichão!!!!! vamos debater ideias , ou sera que o senhor não é capaz disso e sendo assim vai me ofender ou soltar alguma brincadeira envolvendo gay ou de criança de 4ª serie 
3;vamos ver o que voce tem a falar de outros esportes que usam animais,,cuidado nesses outros esportes tem gente grande envolvida.nesses com certeza voce não vai se intrometer . 
1;olha a girafinha,,de novo atras de cowboys,, voce deve estar apaixonada em nós,,suas companhias deve ser bem ruins,,voce não desgruda da gente..confessa logo que se apaixonou. 
3;nem usa o nome original,como quer que alguém de valor para suas palavras..mente até o nome imagina o resto. 
1;primeiro lugar que homem falaria mimimi,,use seu nome real,,e vá procurar sua turma la voce vai ser bem mais feliz,,aqui estão pessoas que gostam do que voce não gosta,,sai fora e vai atras das coisas que voce gosta,ou sera sempre assim,essa pessoa inflelis que voce representa ser. 
3;"e os"" maltratos"" do hipismo? e os maltratos dos cães da policia? e os maltratos dos cavalos de corrida? "
3;esta claro que seu problema é a festa e não os animais,,voce deve ser frustrada e tem raiva das pessoas se divertirem com coisas simples,,cuida da sua vida girafinha. 
3;não parei com o hipismo quando entrei na faculdade e me mudei de cidade, vamos la cara estou esperando seus argumentos de hipismo x rodeio. 
3;aprendi sim meu amigo e é a mesma interação que temos no rodeio , repare cada frase sua fica mais evidente seu preconceito e eu diria ódio pelos peões. se você quiser eu listo vários fatores que são piores no hipismo que no rodeio. começando pelo bridão ou freio usado no bocal do animal. 
2;são babacas preconceituosos e invejosos como esse que votam não 
2;ala mais um vez o babacão ficou sem argumentos e apelou para ofensa e piadas da 4ª série, vamos la cara vamos debater o que faz o hipismo um esporte diferente do rodeio. 
5;http://www.diariodeaparecida.jor.br/rodeio-show-e-sucesso-de-publico-2/
1;o cara deixa de ser otário, o que voce tem haver com o público que frequenta o rodeio? vocês não tem argumentos fixos e cada hora fala uma bobeira... você defende é animais ou agora vai brigar dizendo que o povo não vai pelo rodeio?? 
1;à lembrei você é o doente mental, que diz que rodeios é mau trato e a pesca esportiva que machuca a boca do peixe tudo não é mau trato! você tá de parabéns maus trato no peixe pode porque capaz que voce prática. 
1;pra vc ver como tudo que vc fala é ignorância nem todo rodeio tem show e nem todo rodeio tem parque de exposição não generalize , você esta passando por ignorante. 
1;e outra se seu argumento fosse verdadeiro o publico iria na hora do show 23 horas em diante e não as 20 pra ver o rodeio 
2;olha ai animal , como você pode ver não esta acontecendo show nesse momento e olha a arquibancada https://www.youtube.com/watch?v=dw54zzomzrs 
2;pega aqui mais um exemplo de arena de rodeio lotada e o publico assistindo https://www.youtube.com/watch?v=xpdbe5qkega 
2;o adauto vamos perder tempo com esse doente mental não, o adauto mas aqui nas cidades de mg onde frequento si voce chegar as 8 horas ja não si consegue ver os rodeios porque as arquibancadas ja estão lotadas... quanto ao doente mental ai, quando citamos fatos verídicos ele não comenta é ai ja faz outro comentário acima com uma nova besteira. 
2;"eu gostaria de ouvir o seu argumento aroldo perez por que o rodeio é uma ""atrocidade"" ouvi muitas besteira sua aqui mas nunca um argumento de verdade. "
1;gislene acho você nunca foi a uma rave, micareta, carnaval, festa de universidade pra dizer que o rodeio vende mais alcool que as outras festas e mesmo que vendesse o que isso tem a ver com os animais? 
2;por falar nisso haroldo esse fim de semana lembrei de você fui a um rodeio sem show musical com média de 3000 pessoas por noite 4*3000 12 mil pagantes. 
1;se voce não sabe o eua é muito mais evoluido que o brasil e é justamente lá que existem os miores rodeios do mundo,,cada um deve fazer o que gosta na vida,,bebado deve ser o senhor seu pai..o que é bonito para voce??,,jovens sairem matando e assaltando como anda o brasil..e putra coisa cada bebe o que quer ou alguém vai na sua casa te falar o que voce fazer.se é tão evoluida aprenda a respeitar as diferenças,,nem todo mundo tem que gostar do que voce gosta. 
1;a evoluçao natural nos ensinou a respeitar as diferenças dos humanos,,evolua voce tambem e respeite os gostos alheios.cada um gosta do quer,,existem homens que gostam de homens,mulheres que casam com mulheres,uns gostam de drogas ,outros de bebida,uns comem carne outros soja,,e voce tem o que com isso ??se evolua e aprenda a cuidar da sua vida. 
1;evolua junto com a humanidade e aprenda a respeitar as culturas,,cada povo tem a sua.. aprender a respeitar as diferenças faz parte da evolução. 
1;comece a evoluir respeitando os seres humanos,,cada um tem a cultura que quer e que gosta. ninguém e obrigado a viver como voce vive, respeite a evoluçao da especie e aprenda que cada um deve gostar do que quer. 
1;mais uma prova que você é um babaca que só vem aqui agitar , nunca vi um argumento seu valido, um só que seja seu monte de estrume 
1;conheça o esporte antes de falar sua babaca,touros e cavalos de rodeio são mais bem tratados do que muitos humanos no brasil..os eua são muito mais avançados que o brasil são a maior não economia do mundo e também são onde existem os maiores rodeios do mundo.interagir com animais não significa mal tratar animais,vai ajudar quem realmente precisa..acho que voce amou conversar com amanes do rodeio por isso não sai desse site..ja esta cansada de saber que não vai mudar opinião de ninguém por aqui e continua escrevendo,,ninguém aqui quer saber sua opinião vai procurar sua turma,,não perca seu tempo com a gente..vai ajudar quem realmente precisa. 
1;como te disse em outros tópicos, minha vida deve ser no minimo 5 vezes melhor que a sua em todos sentidos , não tem como estar bravo se as contas estão todas em debito em conta , não preciso que ela de uma guinada e sabe o que tem fim de semana ? rodeio !!!!!!!agora é minha opinião você é um monte de estrume , e sim eu posso falar o que quiser de você pois você já ofendeu todo mundo aqui . 
