Opinião; mensagem
2;"Absurdo é saber que um touro que tem de 10 a 15 anos para viver e pessoas preferir que eles morra, só porque não gostam de tal esporte o ""NÃO"" é como se tive pedindo para matar os touro. O eu acho, não é certeza, certeza tem quem estudou animais de grande porte, a maioria é a nosso favor. "
2;Vocês não sabem o que é tradição, podem votar não o quanto quiserem os rodeios e gineteadas nunca vão acabar!
1;Más báh...!!! falou bonito gúria  pequena flor dos pampas. Diz aí prá Gauchada  prá votarem no SIM  para preservarmos as gineteadas, as paleteadas  o tiro de laço  as tradições. Foi um ministro Gaúcho quem assinou a lei do rodeio no Brasil (Exmo. Sr. Rafael Grecca), jamais esqueceremos. Viva o rodeio crioulo, viva o Sul  orgulho do brasil (não venderam seus votos por bolsa-família). Viva o Rio Grande, tchê.
3;Dona Ana, vai caminhando pela avenida do MC, Donald, até chegar na rodovia dom Pedro, chegando lá, caminha até o trevo da bochi, se não for atropelada e ninguém te socorrer, siga até Jaguariuna e espera lá que final de setembro vai ter rodeio! Tenta dizer para alguns donos de touros que eles sofre.
4;A senhora Ana dos animais ja foi convidada por mais de 10 pessoas para conhecer a rotina dos animais de rodeio e tambem para mostrar como ela cuida dos seus,,mas prefere ficar apenas falando coisas que não sabe ao invés de conhecer,,acho que ela quer apenas hibope.
3;Essa balela de maus tratos aos animais de rodeio ja encheu o saco. Por que esses comunistinhas dos direitos dos animais nao adotam cavalos de carroça que sao, em muitissimos casos, realmente maltratados, mal alimentados, usam arreios inapropriados entre outras coisas. Estes animais sim precisam de quem lute por eles, os touros e cavalos de rodeio sao tratados de forma muito melhor do que possa imaginar o mais brilhante dos defensores dos animais.
1;nos mostre seus animais,, que tipo de recreacao vc da para eles.o que eles comem.quero aproveitar e adotar um.
4;e onde vc viu um animal de rodeio ser mau tratado,,com certeza voce nunca foi de perto conferir,,então não fale coisas sem saber
4;senhora juliana,,onde vc algum animal de rodeio ser mau tratado.
3;até agora estamos esperando vc apresentar seus animais pra gente,,voce fala muito mas não faz nada..cade seus animais..os nossos estão a sua disposição.
4;cade seus animais,,ou vc é mais uma daquela que arrecada dinheiro para cuidar de animais fantasmas..
4;estamos curiosos ,,cade seus animais carentes...
5;https://www.youtube.com/watch?v=cweuuAxVbPg
4;Cade seus animais Ana dos Animais,,está todo mundo muito curioso para conhece-los..
1;Pelo tanto que vc fala vc deve cuidar de uns 300..mostre para gente,,e quando quiser conhecer os de rodeio as portas estão abertas..
5;Dedicado ao povo do rodeio: Ronaldo Viola e João Carvalho - Rodeio e Futebol - YouTube Vídeo para o rodeio e o futebol? 3:47 www.youtube.com/watch?v=eBJjxJjChHw
4;comece pelo joguei clube,,corridas de cachorros,cavalos da policia militar,,hipismo,,esses animais não são iguais aos outros.
2;Porque seria armação??? Sendo que ela é sem valor decisivo!
5;Direitos dos animais e a ausência de maus-tratos em touros ...www.ambito-juridico.com.br/site/index.php?n_link=revista...id...
4;O justo olha pela vida dos seus animais. - Provérbios 12:10
1;Cunha e Renan  sinalizam apoio ao Capitão PM Augusto.
1;Eles estão chegando galera ! Rafael Vilella e Adriano Moraes, juntos no ?#?ProgramaPBRCanalRural ? afiliada da REDE GLOBO  rodeio na telinha todos os sábados às 12h30 min , estreia dia 12 de setembro de 2015! Não percam !
4;onde vc viu algum animal de rodeio mau tratado
2;vergonha é um tonto como vc falar coisas sem saber,,quer conhecer o dia dia dos animais posso te mostrar quando e a hora que vc quiser.. com as despesas pagas.
5;https://www.youtube.com/watch?v=cweuuAxVbPg
2;antes de criticar deveriam pelo menos conhecer,,muita gente fala muita coisa sem saber,ainda acham que animais de rodeio tem o saco apertado,vamos conhecer para depois dar depoimentos.
5;https://www.youtube.com/watch?v=Ktg-opMI47o
3;e algum touro gosta de ir para o frigorifico e nem por isso deixam de ir,,milhares são mortos todos os dias para encherem nossos pratos,,se vc não come eu como e adorooo.
2;eu tambem não gosto de trabalhar mas tenho que ir todos os dias,,vai procurar sua turma.
2;O que isso tem haver com o tema discutido??? Ou você é burra que não sabe diferenciar touradas dos rodeios???
4;touradas não existe no brasil,,aprenda conheça informe-se
1;estamos esperando uma resposta da senhora ana dos animais pra nos mostrar como cuida dos animais carentes de rua,, ja oferecemos pata mostrar pra ela com despezas pagas como vivem e como são tratados animais de rodeio,,mas ela só quer criticar..mostrar na pratica nada.
2;Engraçado que você era pra ser racional, mas vejo que deve ter alguma deficiência que lhe fez irracional!
3;onde e quando vc viu um animal de rodeio ser torturado,,se ja viu nos diga o nome do animal e o nome do proprietario,ja existe uma lei federal desde 2002 que protege eles de maus tratos,, nos diga o nome do agressor..se não viu ,não diga coisas sem saber,,qual rodeio vc foi conferir esses maus tratos de perto,
3;onde vc viu um animal de rodeio ser torturado,,se viu porque não fez nada,,pessoas como vc apodrecem nossos pais,,poruq falam coisas sem saber e sem ver,,se viu nos diga o nome do agressor e o nome do animal
3;Onde,em que lugar vc viu um animal de rodeio ser torturado,,qual o nome do agressor,qual o nome do animal,em qual evento vc foi,quem era o veternario responsavel,,se vc viu porque não fez nada,,ja existe uma lei que protege eles de maus tratos desde 2002 e qualquer um pode denunciar,, agora se não viu porque comenta,,por isso que cada vez mais esse pais esta virando um bostapor conta de pessoas iguais a vc que falam coisas sem saber,,conheça antes de falar,,,,
3;As pessoas falam tanto em progresso,,onde está esse progresso,moramos em um pais que as pessoas estão sendo mortas por um par de tenis ou por uma celular em plena luz do dia,,não podemos sair de casa como pulseira de ouro ou com uma correntinha que somos mortos no meio da rua.. onde esta esse progresso,,me diga que mudarei pra lá amanha.
3;que progresso que é esse,moramos em um pais que as pessoas estao matando por um par de tenis ou por um celeular,,onde está esse progresso.
3;A diferença do animal de circo com o animal de rodeio é que o de circo se não estiver no circo volta para savanas ou vai para um zoologico,,o de rodeio vai para o matadouro entre a vida e a morte acredito que vida é sempre melhor. conheçam como vivem animais de rodeio,depois deem sua opinião.
1;O mundo evoluiu sim, hoje tem o clock, trinta segundos se o touro deu condições, dois juízes na arena, tem opção de repeti se tiver nota baixa, e os cavalos de 10 passou para 8 segundos, mudou mesmo!
2;Lembrando, carne de touro de rodeio é dura, ruim para comer, então quando o boi não pular mais, vamos matar um e mandar a carne pra vc experimentar, aí vai ver que não vendemos touros de rodeio para abate, eles vão para reprodução, para sitiantes que precisa de touros com suas vacas, etc... Vcs querem acabar com o rodeio só que já sabem o final de tudo os touros serão sacrificado em massa, depois nós que somos covardes.
4;cada um come o quer,,não vamos na sua casa te falar o que vc tem comer,, e além do mais não comemos com seu dinheiro.
2;e o que é cultura para voce.. O pancadão com adolecentes fazendo sexo na rua,,, vai procurar ajudar quem realmente precisa,,existem milhares de pessoas passando fome na vida,,na africa tem crianças comendo barro com agua,,os animais de rodeio ja tem cuida deles.
3;quem te falou que a cultura sua é a que nos gostamos,,vai procurar o que fazer ou vá ajudar quem realmente está precisando.
3;onde está esse progresso do seculo XXI,,aqui onde estou morando pessoas são mortas na porta da igreja mais famosa de são paulo,outras são mortas por uma bolsa,, etc,,os escravos quando foram libertados foram para casas de alguem ,,e os animais libertados de rodeio vc acha que vai para onde,,para sua casa ou para algum paraiso verdejante,,,não vão para o matadouro,,isso é liberdade,
2;estamos no seculo XXI e pessoas estao sendo mortas por conta de um celular,outras por conta de um par de tenis,,, pessoas morrendo na porta da igreja,,esse é o seculo XXI que vc está falando.
3;comemos o que queremos e o que é horroroso para vc pode não ser para outras pessoas,,nao vamos na sua casa te falar o que voce tem que comer e também não nos interessa o que voce come cada um come o que quer. cuide da sua vida.
2;e o que modernidade para vc ,,o que é seculo XXI para vc,pessoas de roubarem no meio da rua,menores matarem e roubarem e serem presos no maximo até 21 anos de idade,,essa é sua modernidade,,olha o pais que vc mora,, e ainda quer falar de seculo XXI. vai procurar o que fazer,,acordaaaa pessoas aqui matam por um celular e vc vem falar de modernidade,tenha dóooooooooo
3;vamos libertar os animais de rodeio e leva-los para onde.. sua casa,ou para um hotel 5 estrelas,, saiba que é para um matadouro que eles vão.
2;quem é vc para falar de cultura,,o que faz vc para ajudar o pais,,, se não gosta procure respeitar quem gosta.
3;Vou dizer só os famosos que lembro, Rio pretao, oba oba, bandido, e etc... Morreram no pasto pela idade, vou dizer sobre uma cia de rodeios que está de portas abertas caso queira ver o asilo dos touros que não estão em ação mais, cia3B, cia Paulo Emílio, cia fbulls, jovenal pontremoles, entre outras que são muitas, procura aí no email deles e vai fazer uma vizita, e leva filmadora para registrar esse momento.
3;cuida da sua vida ou ajude pessoas que estao passando fome na rua,,os touros de rodeio ja são muito bem tratados.. ou vá nos canil onde vivem centenas de cachorros amontoados fechados em espaço pequenos,,querendo a liberdade.
3;alguns velhos ficam para reprodutores,,outros ficam em asilos,,nem todos,,porque ninguem tem dinheiro suficiente para cuidar de todos,,se vc quiser cuidar de alguns a gente arruma para vc.
1;queremos ver como cuida de seus animais carentes,,, os touros ja estão a sua disposição com todas as dispesas pagas para quando e ahora que vc quiser.
3;Um touro quebrar uma pata não significa que será sacrificado, muito pelo contrário será muito mais bem tratado e acompanhado 24hrs, e quando estão velhos recebem o mesmo tratamento nas fazendas, até porque para você que não sabe esses touros fica para gerar novos touros iguais à ele!!! Fica calada Ana é melhor que falar coisas que você não sabe!! Touros não são esses gatos e cachorros que você castra e deixa trancandos em gaiolas dentro de casas e apartamentos!
4;até agora estamos esperando vc nos mostrar como cuida de seus animais carentes,,cade voce, nos mostre por favor.
4;Ninguém responde que será feito com os touros de rodeio, estou curioso.
2;Fala coisas muito sem noção, é impressionante, só si for você para matar touros avaliados em 300, 500 mil, só uma pessoa como você para fazer isso!
4;e dia o que vc tem com isso.. vc teria um espaço para colocar todos animais do mundo que envelhecem..nos diga o endereço.
4;voce fala demais,,nos diga o que faz para ajudar animais carentes,,essa é numa oportunidade para nos mostrar como cuidar de animais carentes
2;se vc quiser podemos te encaminhar os que não pulam mais,,se para cuidar de 40 porcos os ativistas pediram 300 mil na internet imagina para vc cuidar de centenas de touros quanto vai te custar.
3;"Marta, que vc fez para tirar aquele ""GADO"" porque ""TROPA"" seria de cavalos!Acredito que nem ligou para algum órgão responsável, pegar aquele ""GADO"" antes de acontecer um acidente! Rico faz caminhada, pobre corre para o trabalho. "
3;E aí marta, o que vc fará com os touros depois do rodeio? As fotos que vc tem de vacas soltas, nao sera nada depois que acabar com os rodeios imagina os touros de rodeio soltos por aí. E sobre meus estudos, não tenho vergonha de dizer que tenho a quarta série porque não tenho tempo de estudar e trabalho na roça para mandar alimento para vc é sua família.
4;vc teria um lugar disponivel para colocar os mais 213 milhoes de cabeça de gado se não fossem mais matar eles.
4;voce fala muiiiito,,cade os animais que vc cuida mostre os pra gente
2;Violência?? Só si for em algum rodeio que você faz!!
2;chega de violencia nas ruas isso sim,pessoas estão morrendo por causa de um par de tenis ou de um celular,,cultura cada um tem a que quer,,ninguem vai na sua casa te falar o que é cultura,,quem falou que o que voce faz é legal,,cuide da sua vida
2;Enquanto existir pessoas sem conhecimentos como você não teremos progresso!!
4;porque voce não vai falar isso no joguei clube,,aqueles cavalos de la tambem são de carne e osso,,ou vai nos campos de polo,,vai procurar o que fazer,,cultura cada um tem a que quer,,ningume vai na sua casa te falar onde ou o que voce tem fazer,,se não gosta o problema é seu,quem te falou que gostamos do que voce faz.
1;Hoje tem Brasilruraltv.com, as 18:00hrs com os melhores rodeios.
4;Diz aí alguém, o que será feito com os touros de rodeio se não ou ver rodeio mais, estamos esperando uma resposta! Vou dar três opções, assinale com o x: (A) matar (B) soltar na floresta (C) todos ativista vai adotar um touro e criará até que mora de morte natural. lembrando a resposta errada, vão arcar com as consequências!
2;Me diga o que cavalgada tem haver com rodeio??? Você é só mais uma mimadinha que não sabe nada!!
2;E si quiser montar na sua mãe, tem como amarrar as bolas dela também? Ou si castrar seu pai e quiser montar nele, como vou fazer para amarrar as bolas dele?
4;não fale coisas sem conhecer de perto
2;Ficar calado às vezes é melhor que falar abobrinhas e si mostrar um total desinformado!!
4;deixa a gente conhecer como vivem seus animais,mas vc não da atenção
4;se vc não gosta respeite quem gosta
4;É mesmo??? Eu não vou nem perder em olhar esses links seus mais! Em relação à arquibancada estar vazia, você costuma pegar vídeo de uma segunda feira que lógico que estará mais vazio!! Mesmo assim talvez você não está sabendo ainda, mas o país está em crise, pessoas desempregadas outras com reduções nos salários e devido à isso faz diminuir o público não somente em rodeio como qualquer festa ou balada! Depois você pesquisa no Google ai à crise que o país está vivendo!
4;cada um tem a cultura que quer
5;Brasilruraltv.com
3;o animal que não vai para o rodeio vai para morte e só uma pessoa idiota como vc acharia a morte melhor que a vida.conheça antes de criticar..onde e quando voce foi ver como vivem e como são tratados animais de rodeio.. se não conhece não comente.
4;Hoje final em leme quinta nova resende, jacutinga, etc... Bora lá até que acabe
3;seu babaca,,va conhecer de perto antes de falar que animais de rodeio são maus tratados..talvez sejam bem mais tratados que os seus.
2;como carne todos os dias e vou continuar comendo,,não compro com seu dinheiro
